tablet_id	label	transliteration
3528	KN Dq(3) 445	KN Dq(3) 445, ]ko-we-jo _______ [ ]d°a°-*22-to _ OVIS^m[
3529	KN Dq(1) 447	KN Dq(1) 447, ] ______ da-mi-ni-jo _ OVIS^m 4°0[ ]-ta-wo / __________ $o OVIS^m 34°[
353	KN Sc(1) 5144	KN Sc(1) 5144, ]BIG 1 _ EQU $ZE[
3530	KN Dq(1) 448	KN Dq(1) 448, ] _____ u-ta-no[ ]ni-to _______ [
3531	KN Dq(1) 449	KN Dq(1) 449, ]-jo _ OVIS^m 70 ]OVIS^m 30
3532	KN Dq(1) 672	KN Dq(1) 672, ]OVIS^m 130 _________ [ ] _____ $o OVIS^m 10 _ [
3533	KN Dq(4) 686	KN Dq(4) 686, ________________ se-to-i-ja ____ [ te-ki-ri-ne-to / ka-to-ro _ OVIS^m[
3534	KN Dq(3) 1026	KN Dq(3) 1026, ] _____ wi-jo-qo-ta-o _________ [ ]p°a° / [ ____ ]ta _____ OVIS^m 100[
3535	KN Dq(2) 1234	KN Dq(2) 1234, ]° _______________________________ OVIS^f 122 ]°ro-ru / ti-ri-to _ OVIS^m 75 _ $o OVIS 3
3536	KN Dq(2) 1377	KN Dq(2) 1377, pa-[•]-n°a° / ti-ri-to _ OVIS^m 50
3537	KN Dq(2) 1603	KN Dq(2) 1603, ] _______________ OVIS^m 26 _ OVIS^f 34 ]$vest. , / ti-ri-to ____ $pa OVIS^m 10
3538	KN Dq(1) 1803	KN Dq(1) 1803, da-mi-]ni-jo _ OVIS^m 3°0°[ _____ ]$o OVIS^m 30[
3539	KN Dq(2) 5595	KN Dq(2) 5595, ] t°i°-r°i°-to _ OVIS^m 151[
354	KN Sc(2) 5146	KN Sc(2) 5146, ]BIG _ EQU[ ↓  ]p°a° ______ [
3540	KN Dq(2) 7113	KN Dq(2) 7113, ]30 _ OVIS^f 6°0[ ]w°o°
3541	KN Dq(3) 7119	KN Dq(3) 7119, ]ta-o ________ [ ]r°a° ____ OVIS^m 3°0[
3542	KN Dq(3) 7126	KN Dq(3) 7126, __ ]ko-ta-o _ [ pa-]i-to ____ O°V°I°S°^m[
3543	KN Dq(3) 7137	KN Dq(3) 7137, ]ta-o ________ [ _ ]-to __ OVIS^m[ $inf. $mut.
3544	KN Dq(2) 7177	KN Dq(2) 7177, ] ti-ri-to _ O°V°I°S°^m 2°8° _ OVIS^f 2
3545	KN Dq(2) 7260	KN Dq(2) 7260, ]1° _ OVIS^f 20 _ [ ]2
3546	KN Dq(3) 7852	KN Dq(3) 7852, ] wi-jo-qo[-ta ]pa-i-to _[
3547	KN Dq(1) 8208	KN Dq(1) 8208, ]OVIS^m 110 __ [ ]jo _ $o OVIS^m 2°0°[
3548	KN Dq(3) 8351	KN Dq(3) 8351, ] _______ pe-ri-qo[-ta-o ]$vest. , / _ qa-s°a°[-ro-we
3549	KN De 1085	KN De 1085, ______________ a-ka-i°-jo ki-mu-ko , / _ pa-i-to _ OVIS^m 36 _ OVIS^f 11[ ]OVIS[^m
355	KN Sc(1) 5148	KN Sc(1) 5148, ]BIG 1 _ EQU[
3550	KN Db 1086	KN Db 1086, ] _________ OVIS^m 100 _ OVIS^f[ ]r°o° ,° / da-*83-ja ,° a-ka-ta-jo[
3551	KN Db 1100	KN Db 1100, OVIS^m ]35 _ OVIS^f 2°5 _____ ] ____________ ×
3552	KN Dv 1103	KN Dv 1103, ]° _________ OVIS^m 110[ ]°au-ri-jo / su-ri-mo[
3553	KN Dv 1104	KN Dv 1104, ______________ OVIS^m [ da-to-ro , / su-ri-mo[
3554	KN Dv 1111	KN Dv 1111, ____________________ OVIS^m 44 _ OVIS^x[ ri-wi-so , / ku-ta-to ___________ [
3555	KN Dv 1113	KN Dv 1113, __________ da-mi-ni-jo , _ OVIS^m 36°[ ka-ta-wo / ku-ta-to , ____________ [
3556	KN Dv 1124	KN Dv 1124, ] ___ OVIS^m 40[ ]ta / ku-ta-to[
3557	KN Dv 1125	KN Dv 1125, e-qa-ro / ku-ta-to _ [
3558	KN Dv 1128	KN Dv 1128, ___________________ OVIS^m 66 _ ⸤ ⸥OVIS^x[ ka-da-no / ku-ta-to , ___________ [
3559	KN Dv 1133	KN Dv 1133, ] _______ u-ta[-jo ]a-ke-u / e-ko-so _ OVIS^m 70[
356	KN Sc(1) 5150	KN Sc(1) 5150, ] _ BIG[
3560	KN Dv 1139	KN Dv 1139, _____________ u°-ta-jo-jo ______ [ a₃-ke-ta , / da-*22-to , _ OVIS^m[
3561	KN Dv 1142	KN Dv 1142, ] _______ u-ta-jo-jo _ OVIS^m[ ]-jo-ko / e-ko-so ___________ [
3562	KN Dv 1145	KN Dv 1145, ] ______ u-ta-jo-jo , ________________ [ ]s°o° , / da-wo , ___ OVIS^m 81 _ OVIS^f 11[
3563	KN Dv 1146	KN Dv 1146, ] _____________ u-ta-jo-jo __ OVIS^m 40[ ]-mo-ni-ja-ro / da-wo , ___ OVIS^f 109 [
3564	KN Dv 1188	KN Dv 1188, ________________ OVIS^m 30[ sa-ma-ri-wa-ta , / ra-to[
3565	KN Db 1190	KN Db 1190, a₃-ke-wa-to , / ra-to _ OVIS^m 84 _ OVIS^f 10[
3566	KN Da 1191	KN Da 1191, ____________________ OVIS^m 110 *56-du-nu-ka , / _ ra-to
3567	KN Db 1199	KN Db 1199, u-ra-jo / ra-su-to _ OVIS^m 7°8° _ O°V°I°S°^f° 2°2°
3568	KN Da 1205	KN Da 1205, ]°wi-ra-ne-to , / ri-jo-no _ OVIS^m 130[
3569	KN Dv 1206	KN Dv 1206, _______________ OVIS^m 63°[ ]OVIS^f 20[ e-u-na-wo , / ri-jo-no [
357	KN Sc(5) 5151	KN Sc(5) 5151, ] _ EQU[
3570	KN Dv 1213	KN Dv 1213, ] _______ OVIS^m 82[ ]-so / u-ta-no , _ [
3571	KN Dv 1214	KN Dv 1214, ________________ OVIS^m 52 _ OVIS^f 44°[ mo-re / u-ta-no _______ [
3572	KN Dv 1215	KN Dv 1215, ] ____________ OVIS^m 90 _ [ ]$vest. / u-ta-no , ______ [
3573	KN Dv 1216	KN Dv 1216, _______________ OVIS^m [ *22-ri-ta-ro / u-ta-no[
3574	KN De 1217	KN De 1217, ] _________ OVIS^m 78 _ [ ]$vest. / u-ta-no , __ $o[ OVIS^m
3575	KN Dv 1237	KN Dv 1237, ______________ OVIS^m 40[ ___ ]OVIS^f 2°[ ku-ta-si-jo / ti-ri-t°o° [
3576	KN Da 1239	KN Da 1239, ][•-•-]*34-so , 'da-*22-to' ___ OVIS^m 50 ___ [° ]do-ti , ti-ri-to _____________ OVIS^m 50 ___ [°
3577	KN Dv 1249	KN Dv 1249, _________________ OVIS^m 82 _ OVIS^f 12°[ ra-o-no / tu-ni-ja ________________ [
3578	KN Dv 1266	KN Dv 1266, ______________ OVIS^m 40[ wi-je-mo / _ qa-r°a°[
3579	KN Dc 1272	KN Dc 1272, __________ ko-ma-we-to _ OVIS^m 19°[ a-ti-ro , / e-ko-so , __ $o OVIS^m 71
358	KN Sc 5153	KN Sc 5153, ] _ BIG[
3580	KN Dv 1292	KN Dv 1292, _______________ O°V°I°S°^m [ ______________ ] $vacat mi-ta-qo , / ru-ki-to ___ [ _________ ] $vacat
3581	KN Dv 1308	KN Dv 1308, ________________ OVIS^m[ __ ] OVIS^f 2[ te-ru-sa / do-ti-ja[ _________ ]$vac.[
3582	KN Dv 1309	KN Dv 1309, ] _________ a-te-jo _ [ ]wo-no ,° / do-ti-ja , [
3583	KN Dv 1310	KN Dv 1310, ko-ru-to / da-wo[
3584	KN Da 1312	KN Da 1312, _______________ OVIS^m 100 _ [ su-ru-so / da-wo __________ [
3585	KN Dv 1328	KN Dv 1328, ]*4°9°-so , / ku-ta-to , _ OVIS^m 114 _ [ → ] ___________ 90 ___________________ [
3586	KN Dv 1330	KN Dv 1330, __________________ OVIS^m 72[ wi-na-jo , / e-ra , u-ta-jo[
3587	KN Dv 1331	KN Dv 1331, ] ______ a-ka-ta-j°o°[ ]mu-da / e _______ [
3588	KN Dv 1332	KN Dv 1332, ________________ e-ra _ OVIS^m[ ta-we-si-jo , / _ pe-ri-qo-te[-jo
3589	KN Dv 1334	KN Dv 1334, ] ________ ki-ri-jo-te ____ [ ]$vest. ,° / pe-ri-qo-te-jo , [__]O°V°I°S°^m° 2°0°[
359	KN Sc(1) 5154	KN Sc(1) 5154, ]EQU $ZE 1
3590	KN Dc 1370	KN Dc 1370, _____________ u-ta-jo tu-*56-da-ro / e-r°a°[ _ ] OVIS^m 15 _ OVIS^m 85
3592	KN Dv 1388	KN Dv 1388, ________________ OVIS^m 76 __ O°V°I°S°^f°[ e-u-me-ta / ra-ja , pe-ri-qo-te-jo[
3593	KN Dc 1410	KN Dc 1410, ______________________ OVIS^m 91[ ta-na-po-so , / pu-so _ $pe OVIS^m 1[
3594	KN Dv 1411	KN Dv 1411, ]ri-ja-ta , [
3595	KN Dv 1412	KN Dv 1412, ]ri-di-ne-to[
3597	KN Dc 1417	KN Dc 1417, ]° _________ OVIS^m 49 _ $o OVIS^m 30[ ]°po-to / ru-ki-t°o° ,° u-ta-jo , _____ [
3598	KN Dv 1422	KN Dv 1422, ____________ OVIS[^m *56-ro₂ / s°u°[
3599	KN Dv 1427	KN Dv 1427, _________ pe-ri[-qo-te-jo ke-me-u / ____ [
36	KN Nc 8183	KN Nc 8183, ]-ro _ [ _ $inf. $mut.
360	KN Sc(5) 5155	KN Sc(5) 5155, ]TUN _ BIG 1
3600	KN Dv 1430	KN Dv 1430, ] ________ we-we-si-jo _ OVIS^m 5°8° _ OVIS^f [ ]do-ro , / da-ra-ko[ ___ ]OVIS^m 3°0 _______ [
3601	KN Dv 1434	KN Dv 1434, ______________ o-pa-we-[ me-ki-ti , / _ ma-no-we[
3602	KN Dv 1436	KN Dv 1436, ki-sa[
3603	KN Dv 1439	KN Dv 1439, ______________ te-r°a°[-po-si-jo ru-na-so , / _ qa[
3604	KN Dv 1442	KN Dv 1442, ru-na-so[
3605	KN Dv 1447	KN Dv 1447, i-je-ro , / e-ko-so , [
3606	KN Dv 1450	KN Dv 1450, _____________ OVIS^m [ ka-sa-ro / $vest.[
3607	KN Dv 1457	KN Dv 1457, ] _________ w°e°[ ]ra-ne-to / _ [
3608	KN Dv 1459	KN Dv 1459, ra-wo[
3609	KN Dv 1462	KN Dv 1462, ________________ OVIS^m 84 _____ OVIS^f 14 a-wo-i-jo , / _ ri-jo-no _ [ ]OVIS^m _ 2
361	KN Sc 5156	KN Sc 5156, ]z°o° _ TUN 2
3610	KN Dv 1466	KN Dv 1466, _________ OVIS^m 40[ a-ze-ta / _ e-r°a°[
3611	KN Dv 1470	KN Dv 1470, a-ti-j°o°[
3612	KN Dd 1471	KN Dd 1471, _________________ OVIS^m 4°2 ____ OVIS^f 5°4 a-na-ki-ti , / ra-t°o° , [ _ ]$p°a° OVIS^m  4
3613	KN Dv 1479	KN Dv 1479, to-u-na-ta / d°o°-t°i°[-ja __ ]OVIS^m 5°0[
3614	KN Dv 1487	KN Dv 1487, ko-no-si-ja , [
3615	KN Dv 1490	KN Dv 1490, qa-si-da-ro / ku-t°a°[-to
3616	KN Dv 1492	KN Dv 1492, ____________ OVIS^m 86 _ OVIS^f 4 wo-*65-r°o° / ru-ki-t°o° [
3617	KN Dv 1493	KN Dv 1493, ]°o°-ta₂-no , / qa-na-no-to _ OVIS^m 6°0[
3618	KN Df 1496	KN Df 1496, ______________ da-m°i°-n°i°-jo ___ OVIS^m 22[ i-ke-se-ra , / ku-ta-to , _ $pe OVIS^m[
3619	KN Dv 1500	KN Dv 1500, _________ d°a°[ qi-ja-zo / [
362	KN Sc(1) 5157	KN Sc(1) 5157, ] _ BIG[
3620	KN Dv 1501	KN Dv 1501, di-*79-nu[
3621	KN Dv 1502	KN Dv 1502, di-ki-nu-wo , / ra-s°u°[-to?
3622	KN Dv 1503	KN Dv 1503, _________ da-*22-to _ OVIS^m 150[ di-wo , / _ u-ta-jo-jo _______ [
3623	KN Dv 1504	KN Dv 1504, ____________ [ ___ OVIS^m ]3°7 _ OVIS^f 3° _ [ di-de-ro / _ e°[ _________ ] __ $vacat ____ [
3624	KN Dv 1505	KN Dv 1505, di-za-so[
3625	KN Dv 1506	KN Dv 1506, di-za[
3626	KN Dv 1509	KN Dv 1509, _________ we-we-si-jo-jo _ OVIS^m 12°0[ o-ki-ro / ______ pa-i-to , _______ [
3627	KN Db 1601	KN Db 1601, ]° _______________ OVIS^m 95 _ OVIS^f 5 ]°we-wa-do-ro , / qa-ra
3628	KN Dv 1607	KN Dv 1607, ] _______ we-we-si-jo _ OVIS^m 2°7 _ OVIS^f[ ]ti-ro / pa-i-to _______________ [
3629	KN Dv 1621	KN Dv 1621, _______ pe-ko _____ [ tu-ti / e[ _ ] OVIS^x[
363	KN Sc(2) 5158	KN Sc(2) 5158, ]B°I°G° 1 _ EQU '$ZE' 1
3630	KN Dv 2019	KN Dv 2019, __________________ OVIS^m 40°[ de-we-ra , / ra-to ______ [
3631	KN Dv 5049	KN Dv 5049, po-ro-ko [
3632	KN Dv 5054	KN Dv 5054, ___ $sup. $mut. sa-ma-ja-s°o° / tu-ni-ja[
3633	KN Dv 5075	KN Dv 5075, ] ___ we-we-si-jo __ OVIS^m [ ]mo / pa-i-to , _________ $o O°V°I°S°[^m
3634	KN Dv 5200	KN Dv 5200, ___________ [ ta-so / su-ri[-mo
3635	KN Dv 5203	KN Dv 5203, ]k°i°-sa-qo[
3636	KN Da 5209	KN Da 5209, ]-jo / pu-so _ OVIS^m 100[ ↓ ] __ 60 _______________ [
3637	KN Dv 5219	KN Dv 5219, ] ____________ OVIS^m 291°[ ]ta-za , / su-ri-mo ___ [
3638	KN Dv 5224	KN Dv 5224, ]° __________ OVIS^m[ ]°a-pa-ni-jo / [
3639	KN Dv 5232	KN Dv 5232, ] __________ $vest. __________ [ ]a-*56-no , / su-ki-ri-ta ___ [
364	KN Sc(2) 5159	KN Sc(2) 5159, ]EQU '$ZE' 1
3640	KN Da 5235	KN Da 5235, ]ku-ta-to _ OVIS^m 123
3641	KN Dv 5236	KN Dv 5236, ] _____________ OVIS^m 62°[ ]jo , / ra-to _________ [
3642	KN Dv 5241	KN Dv 5241, a-pi-je-t°a°[
3643	KN Dv 5253	KN Dv 5253, ]p°u°-so _ OVIS^m 99[
3644	KN Dv 5256	KN Dv 5256, a-ka-to , / ra-to _ OVIS^m 48 _ OVIS^f 3°3[
3645	KN Dv 5258	KN Dv 5258, $sup. $mut. ]p°u°-so _ OVIS^m 50
3646	KN Dv 5259	KN Dv 5259, ___ ] _ OVIS^m 50 ] _ ru-ki-to
3647	KN Dv 5271	KN Dv 5271, ]6 _ OVIS^f 23 ]4°1
3648	KN Dv 5278	KN Dv 5278, ] _________ OVIS^m 6°6 [ ]-ma-we / _ qa-m°o° [
3649	KN Dv 5285	KN Dv 5285, qa-ra-i°-s°o°[
365	KN Sc(2) 5160	KN Sc(2) 5160, ]B°I°G° 1° _ EQU '$ZE' 1
3650	KN Dv 5287	KN Dv 5287, __________ $vest.[ ka-to , / $vest.[
3651	KN Dv 5291	KN Dv 5291, ] _______ OVIS^m 64°[ ]ri-ro / su-ri-mo _ [
3652	KN Dv 5296	KN Dv 5296, ______________ u-ta-jo-jo , ____________ [ k°o°-*18 / e-ko-so , _ OVIS^m 100 _ OVIS^f 3°0[°
3653	KN Dv 5297	KN Dv 5297, ] _______ OVIS^m 80[ ]ti-jo / qa-mo __ [
3654	KN Dv 5301	KN Dv 5301, ]sa-zo / da-wo _ OVIS^m 86[
3655	KN Dv 5302	KN Dv 5302, ]wo-ti-jo / ku-ta-t°o°[
3656	KN Dv 5312	KN Dv 5312, wo-jo[ _ ] / e-ko-so _ OVIS^m [ ___ ] $vac.
3657	KN Dv 5315	KN Dv 5315, ]pu-so _ OVIS^m 130[
3658	KN Dv 5322	KN Dv 5322, ]r°o° / [ _ ]-to , _ OVIS^m 74[
3659	KN Dv 5328	KN Dv 5328, ] ____________ OVIS^m 62[ ]-ro , / ku-ta-to , ___ [
366	KN Sc(1) 5161	KN Sc(1) 5161, ]BIG 1 _ EQU[
3660	KN De 5335	KN De 5335, __ $sup. $mut. __________]$vest.[ ]r°i° , / ku-ta-to _ $o O°V°I°S°^m[
3661	KN Dv 5341	KN Dv 5341, $sup. $mut. ]-k°e°-[
3662	KN Dv 5343	KN Dv 5343, a[ $inf. $mut.
3663	KN Dv 5349	KN Dv 5349, ]nwa , / pu-so[ → ]3°0° _________ [
3664	KN Dv 5350	KN Dv 5350, $sup. $mut. _________ ]$vest.[ ]$vest. / su-ri-mo[
3665	KN Da 5357	KN Da 5357, u-ra-j°o° / ra-su-to _ O°V°I°S°^m° 1°0°0°
3666	KN Df 5368	KN Df 5368, ]4°4 _ OVIS^f 11 ] _ OVIS^m 25
3667	KN Dv 5372	KN Dv 5372, ]99 _ OVIS^f 11 _ [ ] _ $vacat ______ [
3668	KN Dv 5398	KN Dv 5398, ] _____________ OVIS^m 66° _ OVIS^f 32[ ]no , / ku-ta-to ________________ [
3669	KN Dv 5407	KN Dv 5407, ] OVIS^m 100[ $inf. $mut.
367	KN Sc(5) 5162	KN Sc(5) 5162, ][[°TUN]]° _ BIG[
3670	KN Dv 5412	KN Dv 5412, ] _ OVIS^f 8 _ ]$o OVIS^m 10[
3671	KN Dv 5414	KN Dv 5414, ]5 ] $vac.
3672	KN Dv 5416	KN Dv 5416, ]4 ] $vac.
3673	KN Dv 5580	KN Dv 5580, *34[
3674	KN Dv 5593	KN Dv 5593, OVIS^m ]90 _ OVIS^f[ _ $inf. $mut.
3675	KN Dv 5640	KN Dv 5640, ru[
3676	KN Dv 5663	KN Dv 5663, si-pa-ta-do , / $vest.[
3677	KN Dv 5667	KN Dv 5667, ] __________ u-ta-jo-jo _ OVIS^m°[ ]$vest. / tu-ni-ja ____ [
3678	KN Dv 5675	KN Dv 5675, ]6 ]2
3679	KN Dv 5689	KN Dv 5689, ]°ma-jo[
368	KN Sc(3) 5164	KN Sc(3) 5164, ]jo _ [[TUN]] _ BIG 1 _ EQU '$ZE' 1°[
3680	KN Dv 5690	KN Dv 5690, du-ni-[
3681	KN Dv 5694	KN Dv 5694, _________________ OVIS^m 91 _ [ si-ri-pi-jo / ru-ki-to _____ [
3682	KN Dv 5696	KN Dv 5696, ] ______________ [[OVIS^m]] ___ OVIS^m 106°[ ]p°u°-ri , / e-r°a°⸤ ⸥u-ta-jo-j°o° ________ [
3683	KN Dd 5704	KN Dd 5704, __________________ OVIS^m 80[ _ ] OVIS^f° 15 ri-pa-[•] / ra-ja , __ $p°a° O°V°I°S°^m° 3°
3684	KN Dv 5775	KN Dv 5775, di-ki[
3685	KN Dv 5839	KN Dv 5839, ]so[
3686	KN Dv 5841	KN Dv 5841, ]p°e°-ri-mo , / da-wo _ OVIS^m[
3687	KN Dv 5843	KN Dv 5843, ] ____ O°V°I°S°^m° 1°0°0° _ OVIS^f° 3°[ ]t°i° / da-wo _____________[
3688	KN Dv 5934	KN Dv 5934, ] u-ta-jo _ [ $inf. $mut.
3689	KN De 5989	KN De 5989, ____________ we-we-si-jo _ OVIS^m 3°7°[ je-zo , / _ da-ra-ko ___ $o OVIS^m 20[
369	KN Sc 5165	KN Sc 5165, ] BIG [
3690	KN Dv 6018	KN Dv 6018, ________________ $vac. [ ________________ ] $vac. k°e°[-•-]na-ro _ ]na-ro , / tu-n°i°[-ja _____________ ] $vac.
3691	KN Dv 6022	KN Dv 6022, ] _______ u[ ]n°o°-to / da[
3692	KN Dv 6045	KN Dv 6045, pu-ma-[
3693	KN Df 6054	KN Df 6054, _________________ ]OVIS^m 195 _ OVIS^f 35 ] r°i°-j°o°-n°o° ____ [•] OVIS^m 70
3694	KN Dv 6056	KN Dv 6056, ]$vest. / _ pu-so _ OVIS^m[
3695	KN Dv 6059	KN Dv 6059, no-sa-ro , / e-ko[-so ______ ] $vac.
3696	KN Dv 7098	KN Dv 7098, ]  pe-ko _ OVIS^m 42 _ ]t°i°-ri-to ,
3697	KN Df 7124	KN Df 7124, ___ ] OVIS^f 60 _ $pe OVIS^m[ ____ ] OVIS^x 3°[ $inf. $mut.
3698	KN Dv 7140	KN Dv 7140, ] _____________ OVIS^m[ ]wo / e-ra ____ $p°a°[ OVIS^m
3699	KN Dc 7142	KN Dc 7142, ]34 _ $pa OVIS^m 3
37	KN X 8186	KN X 8186, ]e°[ _ $inf. $mut.
370	KN Sc(3) 5166	KN Sc(3) 5166, ]BIG 1 _ E°Q°U° 1
3700	KN Dv 7152	KN Dv 7152, ]1° _ OVIS^f 34 ___ ]O°V°I°S°^m° 5
3701	KN Dv 7167	KN Dv 7167, OVIS^m ]7 _ OVIS^f 46 _____ ]7
3702	KN De 7176	KN De 7176, ko-]ma-we-to _ OVIS^m 20 [ ____ ]e°-ko-so , _____ $o OVIS^m 5°0[
3703	KN Dv 7181	KN Dv 7181, ] __ OVIS^m 82 _ OVIS^f 14[ ]qa-na-no-to __________ [
3704	KN De 7190	KN De 7190, ]O°V°I°S°^m 23 _____ 1°2[ ]$o OVIS^m 50 __ [
3705	KN Dv 7195	KN Dv 7195, ]2°2[ ] _ OVIS^f 26°[
3706	KN Db 7202	KN Db 7202, ]O°V°I°S°^m° 8°9 _ OVIS^f 11 ______ ] __$vac. _ [
3707	KN Dv 7219	KN Dv 7219, $sup. $mut. _________________ ]$vest. ]$vac.[ ___ ]$vest.
3708	KN Dv 7223	KN Dv 7223, ]O°V°I°S^m 22°0[ ]d°a°-wo __ [
3709	KN Dv 7240	KN Dv 7240, ta-ja-no , / e-ko[-so
371	KN Sc(2) ‹5167›	KN Sc(2) ‹5167›, ] EQU 1 [
3710	KN Dv 7245	KN Dv 7245, ]s°i°-jo _ OVIS^m 100[ ] _______ $o° OVIS^x[ $inf. $mut.
3711	KN Dv 7246	KN Dv 7246, $sup. $mut. ____ ]3 ]OVIS 7
3712	KN Dv 7262	KN Dv 7262, ]OVIS^m 30[
3713	KN Dv 7617	KN Dv 7617, ____________ $vac. [ te-jo ,° / e-k°o°-s°o° [
3714	KN Dv 7678	KN Dv 7678, a₃[
3715	KN Dv 7690	KN Dv 7690, wa[
3716	KN Dv 7863	KN Dv 7863, ]° ___________________ $vest. [ ]°wo-ro-t°o° , / ru-ki-to _ [
3717	KN Dv 7908	KN Dv 7908, $sup. $mut. ]ta-we-si-jo , [
3718	KN Dv 7911	KN Dv 7911, ]da-ma[ $inf. $mut.
3719	KN Dv 7972	KN Dv 7972, $sup. $mut. ]-ko-r°o°[ $inf. $mut.
372	KN Sc(5) 5168	KN Sc(5) 5168, ]EQU '1' $ZE
3720	KN Dv 8193	KN Dv 8193, ]su-ti-jo , / a[-ka
3721	KN Dv 8203	KN Dv 8203, _ ] OVIS^m 70[ e-]ko-so __ [
3722	KN Dv 8239	KN Dv 8239, ] OVIS^f 40[ ]4 ______ [
3723	KN Dv 8241	KN Dv 8241, ] __ we-we-si-j°o°[ $inf. $mut.
3724	KN Dv 8278	KN Dv 8278, ] _____ $vest.[ ]k°e°-u / $vest.[
3725	KN Dv 8280	KN Dv 8280, __________ [ ____________ ]$vest.[ qa-mi-ki-[ ___________ ] $vac. _ [
3726	KN Dv 8287	KN Dv 8287, $sup. $mut. qa-]na-no-to[ $inf. $mut.
3727	KN Dv 8288	KN Dv 8288, ]-no-u-r°o°[ $inf. $mut.
3728	KN Dv 8289	KN Dv 8289, o-to-r°o°[
3729	KN Dv 8290	KN Dv 8290, ________________ O°V°I°S°^m° 1°4°1° _ O°V°I°S°^x[ pa-ja-s°o° ,° / ra-ja _____________ [ ↓ ______________ 80 ______________ [
373	KN Sc(3) 5169	KN Sc(3) 5169, ][[TUN]] _ BIG 1 _ EQU _ '$MO' 1
3730	KN Dv 8302	KN Dv 8302, $sup. $mut. ]-ri-j°o° , / $vest.[
3731	KN Dv 8320	KN Dv 8320, $sup. $mut. ]5[
3732	KN Dv 8332	KN Dv 8332, ] OVIS^m° 300[
3733	KN Dv 8340	KN Dv 8340, $sup. $mut. ]O°V°I°S°^m° 14°[ $inf. $mut.
3734	KN Dd 8356	KN Dd 8356, _________ O°V°I°S°^m° [ ]9 _ O°V°I°S°^f 1°1 $vest. / $vest. ___ $p°a° O°V°I°S°^m°[
3735	KN Db 8357	KN Db 8357, _______________ OVIS^m 4°8° _ OVIS^f [ ]2° ta-u-na-so , / [•-•-•] ,° p°e°-r°i°-q°o°-t°e°-j°o°
3736	KN Dv 8361	KN Dv 8361, ] _______________ OVIS^m 4°4° _ O°V°I°S°^f°[ ]-t°o° , / da-wo , [ __ ]4°1°[
3737	KN Dv 8363	KN Dv 8363, ] ___ $vest. [ ]-u° / $vest. [
3738	KN Dv 8366	KN Dv 8366, ] ___________ $vest.[ ]-*5°6°-wo / su-r°i°-m°o°[
3739	KN Dv 8367	KN Dv 8367, ] _____ $vac.[ ]qe-u / $vac.[
374	KN Sc 5170	KN Sc 5170, ]BIG 1 _ EQU[
3740	KN Dv 8368	KN Dv 8368, ]-ko-so[
3741	KN Dv 8370	KN Dv 8370, ]-ko , / [
3742	KN Dv 8381	KN Dv 8381, $sup. $mut. ]$vest. , / d°a°[
3743	KN Db 8383	KN Db 8383, ]° ____ $vest.? O°V°I°S°^m°[ _ ] OVIS^f 5[ ]°ko-s°o° / ra-to _____________ [ ↓
3744	KN Dv 8384	KN Dv 8384, ]O°V°I°S°^m°[ ] $vest.[ → ] _ 20  [
3745	KN Dv 8390	KN Dv 8390, ] _ $vest. _ [ ] _ $vest. _ [
3746	KN Dv 8391	KN Dv 8391, _________ ] OVIS^m 5[ ]j°a°[ ___ ] OVIS^m 22[
3747	KN Dv 8392	KN Dv 8392, _____________ ]14°0 ]e°-r°a°
3748	KN Dv 8394	KN Dv 8394, ]r°e°-to _ [ ___ ] OVIS^m 3°0[
3749	KN Dv 8395	KN Dv 8395, OVIS^m ]6°0 _ $o OVIS^m 40 _____ ] $vacat?
375	KN Sc 7444	KN Sc 7444, ]TUN 2
3750	KN Dv 8396	KN Dv 8396, ____________ ] $vacat ki-ri-]j°o°-te
3751	KN Dv 8398	KN Dv 8398, ______ ] O°V°I°S°^m° 3°0°[ ru-]k°i°-t°o°
3752	KN Dv 8404	KN Dv 8404, ] _ OVIS^m 3°0°[
3753	KN Dv 8406	KN Dv 8406, ]50
3754	KN Dv 8413	KN Dv 8413, ]to _ OVIS^x[
3755	KN Dv 8420	KN Dv 8420, $sup. $mut. ] O°V°I°S°^m [
3756	KN Dv 8421	KN Dv 8421, $sup. $mut. OVIS^m ]6° _ O°V°I°S°^f[ _____ ] $vac. __ [ $inf. $mut.
3757	KN Dv 8422	KN Dv 8422, $sup. $mut. ]O°V°I°S°^m° 2[ ]O°V°I°S°^m° 20[ $inf. $mut.
3758	KN Dv 8423	KN Dv 8423, $sup. $mut. ] $o OVIS^m 20[ $inf. $mut.
3759	KN Dv 8429	KN Dv 8429, ]4°7 __ [ ] OVIS^m 1[ $inf. $mut.
376	KN Sc 7453	KN Sc 7453, ]t°a°-o _ EQU $Z°E° 1°[
3760	KN Dv 8432	KN Dv 8432, ]29° __ [ $inf. $mut.
3761	KN Dv 8433	KN Dv 8433, $sup. $mut. ]2
3762	KN Dv 8535	KN Dv 8535, ]jo _ [ $inf. $mut.
3763	KN Dv 8562	KN Dv 8562, $sup. $mut. ]$vest._[ ]k°o°-ma-w°e°-to [ $inf. $mut.
3764	KN Dv 8585	KN Dv 8585, $sup. $mut. ]qa-n°a°[-no-to
3765	KN Dv 8636	KN Dv 8636, *83[
3766	KN Dv 8637	KN Dv 8637, ]°a°u°[
