text	value	surface	kind	subject	context
ixtl_C0	4000	cuatro mil	words	person	 recibidos de los dos senores de ella; y habiendo dado orden de lo que se debia hacer, y habiendose juntado alli otros cuatro mil hombres de guerra de los de esta provincia, y otros amigos de tlaxcalan, huexotzinco, quauhquecholan y otras partes, to
ixtl_C0	500	quinientos	words	person	uchos de ellos, se vinieron a recoger al pie al cerro referido, en donde tuvieron muy gran contienda y mataron mas de quinientos de los enemigos; y otro dia siguiente desbarataron otro escuadron de los enemigos, que era el segundo socorro que venia 
ixtl_C0	1500	mil quinientos	words	person	ermano tecocoltzin dieron bastantisimo recaudo), fueron echados en la zanja los bergantines, y a veintiocho de abril de mil quinientos veintiuno cortes hizo alarde de toda la gente, y hallo ochenta y seis a caballo, entre ballesteros y escopeteros ciento 
ixtl_C0	700	setecientos	words	other	larde de toda la gente, y hallo ochenta y seis a caballo, entre ballesteros y escopeteros ciento diez y ocho, y mas de setecientos peones de espada y rodela, tres tiros gruesos de fierro, quince de bronce pequenos y diez quintales de polvora; y habien
ixtl_C0	5000	cinco mil	words	person	s de huexotzinco y chololan en chalco, en donde fueron muy bien recibidos los unos y los otros. los tlaxcaltecas eran cinco mil hombres de guerra, y iban por sus caudillos quauhxayacatzin, meztliymatzin, tenamazcuicuitzin, tecuanitzin, acxotecatl, 
ixtl_C0	10000	diez mil,	words	other	stento y regalo, y los pocos dias que alli estuvieron fueron muy bien festejados. de los huexotzincas que eran mas de diez mil, venian por sus caudillos nelpilonitzin, tozquencoyotzin, xicotencatl, mecacalcatl, quauhxayacatzin, huitzilihuitzin, yec
ixtl_C0	10000	diez mil	words	person	imismo traian las divisas en sus armas como los de tlaxcalan; y de la misma manera venian los cholul tecas, casi otros diez mil hombres, siendo muy bien recibidos todos de los senores de la provincia de chalco. el segundo dia de pascua de espiritu
ixtl_C0	1000	mil	words	person	 treinta de a caballo, diez y ocho ballesteros y escopeteros, ciento cincuenta peones de espada y rodela y veinticinco mil hombres de guerra de los tlaxcaltecas, y estos habian de sentar su real en la ciudad de tlacopan, y por capitanes de s
ixtl_C0	2000	dos mil	words	person	 baeza, al que dio treinta y tres de a caballo, diez y ocho ballesteros y escopeteros, ciento sesenta peones y mas de dos mil hombres de guerra asimismo de la nacion tlaxcalteca, que se habian de poner y asentar su real en la ciudad de cuyohuac
ixtl_C0	40000	y cuarenta mil	words	person	lo escopeteros y trece ballesteros y ciento y cincuenta peones, gente escogida que cortes los habia traido consigo, y cuarenta mil hombres de tetzcuco, huexotzinco, chololan y chalco, que estos habian de entrar por la ciudad de iztapalapan, para de 
ixtl_C0	30000	treinta mil	words	person	 que llaman aztahua«can a encontrar con los de chalco que venian juntos ellos, los huexotzincas y cholultecas y todos treinta mil hombres de guerra. los chalcas traian por sus caudillos a don fernando de alva ixtlilxochitl. 439 quetzalcoatzin, t
ixtl_C0	40000	cuarenta mil	words	person	 pelear con la gente de ella; y viendo el gran poder de gente que la guarnicion de sandoval llevaba, de amigos mas de cuarenta mil hombres, se acogieron en las canoas los enemigos y no pudieron resistirles mas; y asi sin contradiccion ninguna se apo
ixtl_C0	20000	veinte mil	words	person	o ordinariamente por agua y por tierra la comida y los bastimentos necesarios, en que andaban yendo y viniendo mas de veinte mil personas de carga, y l)or la laguna mas de mil canoas, y en su guarda y defensa treinta y dos mil hombres de guerra, p
ixtl_C0	1000	mil	words	person	 bastimentos necesarios, en que andaban yendo y viniendo mas de veinte mil personas de carga, y l)or la laguna mas de mil canoas, y en su guarda y defensa treinta y dos mil hombres de guerra, porque los enemigos no los asaltasen y quitasen p
ixtl_C0	32000	treinta y dos mil	words	person	an yendo y viniendo mas de veinte mil personas de carga, y l)or la laguna mas de mil canoas, y en su guarda y defensa treinta y dos mil hombres de guerra, porque los enemigos no los asaltasen y quitasen por el camino lo que alli llevaban: que no fue lo m
ixtl_C0	500	quinientas	words	person	 sentido, debia decir; con los bergantines de cortes 442 obras historicas de laguna, salieron a encontrarle mas de quinientas canoas a su modo bien fortalecidas de gente, y cortes de intento estuvo reacio por la costa del penol hasta ver lo que
ixtl_C0	16000	diez y seis mil	words	other	 eran enemigos y del bando mexicano), que no diesen por las espaldas a los nuestros; y que otros se quedasen con otros diez y seis mil huexotzincas, chalcas y tlaxcaltecas en cuyohuacan 1 creo que debe ser nonoalco. 2 debe ser tlahuac. don fernando
ixtl_C0	8000	ocho mil	words	person	os enemigos comenzaron a huir y desamparar la albarrada; y pasando cortes con los suyos por los bergantines, y mas de ocho mil hombres ^ de los amigos, que eran diez mil tlaxcaltecas y de los aculhuas otros diez mil (que ya a esta sazon hablan l
ixtl_C0	10000	diez mil	words	person	la albarrada; y pasando cortes con los suyos por los bergantines, y mas de ocho mil hombres ^ de los amigos, que eran diez mil tlaxcaltecas y de los aculhuas otros diez mil (que ya a esta sazon hablan llegado a este numero, porque cada dia ixtlil
ixtl_C0	10000	diez mil	words	other	or los bergantines, y mas de ocho mil hombres ^ de los amigos, que eran diez mil tlaxcaltecas y de los aculhuas otros diez mil (que ya a esta sazon hablan llegado a este numero, porque cada dia ixtlilxochitl y tecocoltzin iban despachando gente de
ixtl_C0	10000	diez mil y	words	person	 hablan llegado a este numero, porque cada dia ixtlilxochitl y tecocoltzin iban despachando gente de refresco), chalcas diez mil y huexotzincas diez mil, que en breve espacio de tiempo cegaron y allanaron con adobes y piedra este ojo de agua o puent
ixtl_C0	10000	diez mil,	words	person	umero, porque cada dia ixtlilxochitl y tecocoltzin iban despachando gente de refresco), chalcas diez mil y huexotzincas diez mil, que en breve espacio de tiempo cegaron y allanaron con adobes y piedra este ojo de agua o puente, y en el inter ya los 
ixtl_C0	40000	cuarenta mil	words	person	combate, y que por las azoteas tiraban ^ 1 esta cifra esta equivocada, pues los hombres que se citan despues, suman cuarenta mil. 2 aqui concluye el original; y como se ve, apenas llega al primer ataque dado por cortes, el cual tuvo lugar el 9 d
ixtl_C0	8002	8.002	digit-group	person	principales caudillos de su ejercito.'' — (cap. iv. citado). don fernando de alva ixtulxochttl. 83 ¿ron¿k, que son 8.002,200 ^ hombres y mujeres, segun aparece de la historia y se halla en los lugares adonde los conto, que fueron en mas d
ixtl_C0	80000	80,000	digit-group	person	otras que despues sucedieron, (la poblacion) en el mas pequeno pueblo, que hoy no tiene ya ninguna persona, pasaban de 80,000 vecinos, porque como se echa de ver en las ruinas, hasta en los mas altos montes y sierras, tenian sus sementeras y c
ixtl_C0	1600	1.600	digit-group	person	lla; primeramente en la que cupieron sus vasallos que trajo consigo, que fueron por todos, segun parece en la historia, 1.600,000 hombres; y a los otros seis senores que vinieron despues que el estaba en esta tierra, repartio los pueblos y luga
ixtl_C0	500000	500,000	digit-group	person	o que en los demas lugares hasta ouauhiulan, en donde ya a esta ocasion estaba el ejercito del gran tirano con mas de 500,000 hombres de diversas y remotas partes, como eran de michhuacan y otros reinos y provincias de la banda del mediodia. e
ixtl_C0	200000	200,000	digit-group	person	s, como eran de michhuacan y otros reinos y provincias de la banda del mediodia. el rey ixuilxuchiu no tenia mas que 200,000 hombres, porque en toda la gente que pudo juntar, 1 citlaltepcc. don fernando de alva ixtulxochitl. 306 asi suyo
ixtl_C0	300000	300,000	digit-group	other	on fernando de alva ixtulxochitl. 306 asi suyos como de los senores referidos, que le enviaron socorro, no llegaron a 300,000, porque los demas estaban en las fronteras y solo los 200,000 traia consigo; pero segun las historias traia los mas v
ixtl_C0	200000	200,000	digit-group	other	enores referidos, que le enviaron socorro, no llegaron a 300,000, porque los demas estaban en las fronteras y solo los 200,000 traia consigo; pero segun las historias traia los mas valerosos capitanes y ardilosos que habia en esta tierra en aque
ixtl_C0	400000	400,000	digit-group	person	llegado que fue a mexico, hallo a los mexicanos en grande aprieto, porque el rey maxua los tenia! cercados con mas de 400,000 hombres de diversas partes y habia tenido algunas escaramuzas muy renidas, en donde habla muerto cantidad de gente por
ixtl_C0	100000	100,000	digit-group	person	 y habia tenido algunas escaramuzas muy renidas, en donde habla muerto cantidad de gente por ambas partes. tenia hasta 100,000 hombres su tio el rey iztcohuatzm y el otro su primo moteczuma y comenzaron la batalla, la cual duro ciento y tantos d
ixtl_C0	60000	60,000	digit-group	person	ra la guerra y fortalecio su ciudad muy bien. nezahualcoyotl junto sus soldados y hizo un razonable ejercito de hasta 60,000 hombres y fue sobre mexico y entro por tepeyacac que es donde ahora es nuestra senora de guadalupe^ y el fue el primer
ixtl_C0	200000	200,000	digit-group	person	ios, gano la nueva espana, siendo senor y capitan general de los aculhuas texcucanos, conduciendo un ejercito de mas de 200,000 hombres, 1 los antiguos historiadores hablan generalmente de conquistas muy lejanas hechas por los ejercitos del anah
ixtl_C1	562	quinientos sesenta y dos	words	other	eron con grandes regocijos por todo el camino, hasta llegar a tula, que ya era el ano de chicome acatl, y a la nuestra quinientos sesenta y dos: y en este mismo ano le juraron por su rey y le casaron con una senora hija de los principales tultecas, que era. acap
ixtl_C1	770	setecientos setenta	words	other	afloa^ y al ultimo de ellofl fenecio, heredandole su h\¡o nacaasoo en el ano de anco galu, que a la nuestra fue en el setecientos setenta anos ^ de la encamacion, gobernando el pontifice esufcmo iii^ en el segundo ano de su pontificado, y siendo emperador r
ixtl_C1	503	quinientos tres	words	other	 tierra fue touan^ capital del imperio y la comenzaron a edificar en el ano ce calu, que es tma casa^ y en el nuestro quinientos tres ..• casi cuatro anos despues entraron en consejo los siete, caudillos para tratar sobre los negocios de la tierra, y e
ixtl_C1	556	quinientos cincuenta y seis	words	other	relacion sucinta. chajchiutlanetzin, primer monarca tulteca, comenzo a gobernar el ano chicome acatl, y en el nuestro quinientos cincuenta y seis. ^ murio el ano chicome acatl, correspondiente al nuestro de seiscientos ocho. a este sucedieron ixuilouechahua4:, hue
ixtl_C1	608	seiscientos ocho	words	other	hicome acatl, y en el nuestro quinientos cincuenta y seis. ^ murio el ano chicome acatl, correspondiente al nuestro de seiscientos ocho. a este sucedieron ixuilouechahua4:, huetdrdoilepevh^ nacaxoc mhu^ que fue quien hizo el templo de la rana. ^ mstob
ixtl_C1	562	quinientos sesenta y dos,	words	other	utamente necesario formar tablas para entender la cronologia.— r. don fernando de alva ixtlilxochitl. 36 fue el de quinientos sesenta y dos, el cual reino otros tantos, y murio el de seiscientos trece de la encarnacion, que llaman chiquacen tochtli. heredo
ixtl_C1	613	seiscientos trece	words	other	don fernando de alva ixtlilxochitl. 36 fue el de quinientos sesenta y dos, el cual reino otros tantos, y murio el de seiscientos trece de la encarnacion, que llaman chiquacen tochtli. heredole hudsdn, que reino otros cincuenta y dos anos, segun la cos
ixtl_C1	830	ochocientos treinta	words	other	u once acatl. sucediole la reina xiuhguerddn^ ^ que reino cuatro afloa^ y fallecio en el de ome acatl, que fue el de ochocientos treinta: a la cual sucedio en el imperio izlaccausdn^ ^ padre de tapiudn^ en cuyo tiempo se destruyo esta nacion. 1 el mifi
ixtl_C1	1000	mil	words	other	ar adelante, quiero hacer relacion del estado en que estaban las naciones tultecas. y es, que ya en este tiempo en casi mil leguas ^ habian poblado y edificado pueblos y ciudades, villas y lugares: entre las mas senaladas fue teotihuaoan, que 
ixtl_C1	1000	mil	words	other	almente habian tenido, y otras que les aplicaran personajes 6 ciudades pertenecientes a razas claramente distintas. no mil leguas, ni mucho menos abrazo la nacionalidad tolteca. en mi «apendice al p. duran» senalo sus limites, por cierto no d
ixtl_C1	2000	dos mil	words	other	o grandes cosas, y por eso lo colocaron por dios. estos falsos dioses fueron los mas principales y antiguos, de mas de dos mil anos de los tultecas y jteo;catipuua y htwtzilopuohtli^ y otros dioses que fueron aca ciertos caballeros muy valerosos,
ixtl_C1	1000	mil	words	other	as llanas, y otras pardas, con aljofar y otras piedras preciosas labradas, y hechas unas labores, y la zenefa toda de mil colores labrados; ponianse sus camisones xicok^ siempre, que les llegaban hasta las rodillas, y de la misma manera de l
ixtl_C1	1000	mil	words	other	porque todos los que se llegaban morian luego; y con este mal olor causo una gran peste por toda la tierra, que de las mil partes de los tultecas se murieron las novecientas. todas estas cosas les sucedieron, y otras muchas que por escasear v
ixtl_C1	900	novecientas	words	other	go; y con este mal olor causo una gran peste por toda la tierra, que de las mil partes de los tultecas se murieron las novecientas. todas estas cosas les sucedieron, y otras muchas que por escasear volumen no se ponen aqui; y los tres senores sus c
ixtl_C1	18000	diez y ocho mil	words	person	levar, con ciertos artificios que hicieron, pesaba tanto, ^ue se contaron omd quipui tiacau ^ de los tultecas, que son diez y ocho mil hombres que dentro de ciento cuarenta dias habian de estar alla adelante de xalisco en quiyahuimlanxalmolan. ^ llegado
ixtl_C1	18000	diez y ocho mil	words	other	n las armas se entenderian. topiuzin, viendose tan oprimido y que no tenia remedio, pidio tiempo para ello, que era 1 diez y ocho mil se dice orne xiquipilli maeuilli tzontli. 2 supongo que la terminacion debe ser moloyan. 52 obras historicas de l
ixtl_C1	512	quinientos doce	words	other	; como el se iba hacia donde el sol sale, a unos reinos y senorios de sus pasados muy prosperos y ricos, que de alli a quinientos doce anos volveria de nuevo a esta tierra en el ano de ce acatl, y castigaria a los descendientes de los reyes sus competido
ixtl_C1	1000	mil	words	other	ron a multiplicar. cuando los tultecas peleaban, se ponian unas a manera de tunicas largas hasta los carcanales, de mil colores, labradas y muy tupidas y gruesas, que por recio que se daban con las lanzas, que esto era lo mas que usaban, 
ixtl_C1	3000000	tres millones y doscientos mil	words-millon	person	es anosy un raes y diez dias; murieron, digo, asi hombres como mujeres, zentzon odquilpiuzonui oquixuizihuetl^ que son tres millones y doscientos mil hombres y mujeres; y de las gentes de los tres reyes competidores, fueron caodolpohual tzontiquipilzoimacau^ que fueron
ixtl_C1	2000000	dos millones cuatrocientos mil	words-millon	person	ombres y mujeres; y de las gentes de los tres reyes competidores, fueron caodolpohual tzontiquipilzoimacau^ que fueron dos millones cuatrocientos mil hombres; de 1 pasando revista. — r. 2 tablado.—r. 58 obras historicas de suerte que de una y otra parte fueron
ixtl_C1	600	seiscientas	words	person	ricas de suerte que de una y otra parte fueron zenizon onquipuizonui ihilancaxtolpohuausxmui, que son cinco millonea seiscientas mu personas, cosa increible y que causa admiracion, y no es de espantar, que como tengo dicho, no fue persona alguna a l
ixtl_C1	1000	mil	words	other	 de socorro los soldados; y era tanta la gente en esta tierra, principalmente del senorio de jbpi&rfn, que corria casi mil leguas de largo y ochocientas de ancho, que hasta los muy altos montes estaban cubiertos de casas y sementeras, pues n
ixtl_C1	800	y ochocientas	words	other	ados; y era tanta la gente en esta tierra, principalmente del senorio de jbpi&rfn, que corria casi mil leguas de largo y ochocientas de ancho, que hasta los muy altos montes estaban cubiertos de casas y sementeras, pues no habia palmo de tierra que es
ixtl_C1	612	seiscientas doce	words	person	a, sin los que se fueron huyendo nauhtzonui ihuan, navh pohuaui on matlactli ihuan orne oquixue cihuauj que fueron mu seiscientas doce personas, asi hombres como mujeres, de los cuales eran veintitantos caballeros y gente ilustre, los cuales despues de h
ixtl_C1	400	cuatrocientas y	words	person	laron en las costas como de la mar e islas. esto tengo declarado ya otras veces; y la quinta parte, que fueron hasta cuatrocientas y tantas personas, con los nobles, fueron los que se quedaron en estas partes, repartiendose ca^ da caballero con lo que
ixtl_C1	1000	mil	words	other	cosas curiosas y dignas de baer a la memoria, siendo cosas verdaderas y ciertas; y no pongo de lo que ello fue de las mil partes las novecientas, por lo que tengo dicho, por excusar volumen, y porque son tan extranas las cosas, y tan peregri
ixtl_C1	900	novecientas,	words	other	y dignas de baer a la memoria, siendo cosas verdaderas y ciertas; y no pongo de lo que ello fue de las mil partes las novecientas, por lo que tengo dicho, por excusar volumen, y porque son tan extranas las cosas, y tan peregrinas y nunca oidas, sepul
ixtl_C1	509	quinientos nueve,	words	other	jura y casamiento con mucha solemnidad, el cual entro a gobernar en el ano chicome acatl, sietc cafias, y a la nuestra quinientos nueve, el octavo del pontificado de simaco, en el decimosexto del imperio de aruistasioy y el primero del reinado de oeo$elari
ixtl_C1	572	quinientos setenta y dos	words	other	e escaparon. este fue el fin de un grande imperio que tuvo este nuevo mundo, de los tultecas, el cual no duro mas de quinientos setenta y dos anos; y los reyes que lo destruyeron, viendolo tan 1 como 86 ve, es imposible conciliar la cronologia del autor, pues
ixtl_C1	572	quinientos setenta y dos	words	other	ou^ salvo a este en los desiertos de nonoalco adonde lo criaba. este fin tuvo el imp^rip de. iqs; tultecas, que duro quinientos setenta y dos anos^ y su ultima destruccion fue en el ano de ce tecpatl, 959, bajo el pontificado de joannes xii^ en el imperio de 
ixtl_C1	2000	dos mil	words	person	fuli xolotl, los senores chichimecas tenian sus reinos y senorios hacia la banda del septentrion, que corrian mas de dos mil leguas de largo, y de ancho casi mil l^^as: gente barbara y feroz y la mas fuerte nacion que hubo y tiene hoy dia este
ixtl_C1	1000	mil	words	person	ian sus reinos y senorios hacia la banda del septentrion, que corrian mas de dos mil leguas de largo, y de ancho casi mil l^^as: gente barbara y feroz y la mas fuerte nacion que hubo y tiene hoy dia este nuevo-mundo, exceptuando a nuestros 
ixtl_C1	1000000	un millon	words-millon	person	poblasen, se fue a mizquiajiuaua y de mizquiahucula a ihiopan, ^ y de aqui a 1 * 'idin las mujerosy ninos era mas de un millon.'' — (cap. vi citado.) 2 desde aqui comienza en el cap iv, es decir, desde la llegada a tula, la historia de la pere
ixtl_C1	1000000	millones	words-millon	person	ixuuxu-chiti y con la gran multitud de gente ilustre y hombres valerosos de lo mejor de la nacion aculhua, ^ sin muchos millones de la gente comun, que como se ha visto, duraron las guerras cincuenta anos seguidos. en las partes remotas de todo pun
ixtl_C1	7000	siete mil	words	other	dieron siete anos con el mayor trabajo que se puede decir, hasta que su legitimo senor los liberto, que les parecieron siete mil anos de penas; pues con sus bienes, hijos y miyeres acudieron a todo lo referido poniendo en los pueblos y ciudades su
ixtl_C1	400	cuatrocientos	words	other	 mas que una traduccion en escritura vulgar, de los anales texcucanos escritos en caracteres jeroglificos, hace mas de cuatrocientos anos. duodecima eelacion. de uu victorias y prosperos sucesos de nezahtwxcoyou tuuta la restauracion de la monarg
ixtl_C1	1000	mil	words	person	tigarlo dejandolo para despues para mas espacio; y con tanto se partieron con todo el ejercito de mas de cucurocientas mil^ personas por la laguna en canoas y otros por el camino de j2tapolapan; de suerte que otro dia de manana vieron venir 
ixtl_C1	100000	cien mil	words	person	este dia dieron orden de aderezar y componer los ejercitos, repartiendolos en tres partes, y los ifmcanos dieron otros cien mil soldados de guerra y todo lo necesario. tomo (el principe) para si doscientos mil soldados de la nacion chichimeca^ y l
ixtl_C1	200000	doscientos mil	words	person	en tres partes, y los ifmcanos dieron otros cien mil soldados de guerra y todo lo necesario. tomo (el principe) para si doscientos mil soldados de la nacion chichimeca^ y les mando que todos llevasen armas blancas y llanas sin plumeria. otros doscientos
ixtl_C1	200000	doscientos mil	words	other	entos mil soldados de la nacion chichimeca^ y les mando que todos llevasen armas blancas y llanas sin plumeria. otros doscientos mil (dio) a su tio el rey hcohucdzin; otros dento y tardos mil a su primo moteczuma^ y <iioles orden de lo que habian de h
ixtl_C1	1000	mil	words	other	asen armas blancas y llanas sin plumeria. otros doscientos mil (dio) a su tio el rey hcohucdzin; otros dento y tardos mil a su primo moteczuma^ y <iioles orden de lo que habian de hacer, porque otro dia de manana, antes del alba, habian de i
ixtl_C1	10000	diez mil	words	person	 el infante y capitanes, y los contrarios hicieron muy gran matanza ^n los del infante, de cuya parte murieron mas de diez mil hombres, sin los que se cautivaron, y el infante y los suyos se retiraron a su real con gran pesar y enojo, y el caziqu
ixtl_C1	1000	mil	words	other	e daban el de semanahiiac ^ tlatohuani, que quiere decir senor del mimdoy y senor de mar d mar, por hs^er poblado casi mil leguas de un mar a otro. . , < el lugar de donde salio se llamaba oyome y uega a tida en el ano 6 tegpatl, que fue el
ixtl_C1	2000	dos mil	words	person	e eran tuueoaa y eran de la mixteca^ y traian por caudillo a temparvbm y asimismo por idolo a tez-cauipuca, con mas de dos mil hombres, sin las mugeres, los cuales vinieron derecho a texouco para darle la obediencia a quinatzin^ y que les diese 
ixtl_C1	400	cuatrocientos	words	other	 cual los recibio y se holgo de verlos, porque todos eran artifices, especialmente en el arte de la pintura; y asi, a cuatrocientos de ellos, los mas diestros, con su caudillo tempantzin^ les mando que poblaran ade^ lante del bosque de tdtzmtzbico^ do
ixtl_C1	100000	cien mil	words	person	 y luego fueron sobre otvmba^ que ya los de esta provincia, con los tepanecas, estaban muy bien apercibidos con mas de cien mil hombres de guerra, en donde tuvieron una cruel batalla, mas luego los sujetaron, y luego pasaron por axapuxco^ azqiiemec
ixtl_C1	2000	dos mil	words	person	los demas estaban ya alzados y rebelados contra el por las amistades que habia hecho con los de mexico. llegaron hasta dos mil soldados ^ y luego se fue a mexico con toda su gente, unos por agua y otros por tierra. llegado que fue a mexico, hall
ixtl_C1	1000	mil	words	other	ho que los hijos del sol quisieran venir a mexico a verle; y asi les envio a decir que era trabajoso el camino y otros mil inconvenientes, lo cual no fue bastante, sino que antes animo mas a los espanoles para ver a moteczuma^ especialmente 
ixtl_C1	1000	mil	words	other	, como lo tenian de costumbre, y el dia de la fiesta hicieron su baile que llaman mazehualiar, en todo salieron mas de mil caballeros en el patio del templo mayor, y sobre si traia cada imo de ellos las mejores joyas y preseas que tenian, si
ixtl_C1	540	y quinientos y cuarenta	words	other	 parte, acordo de venir sobre mexico, y salio de tlaxcalan dia de los inocentes, y trajo consigo cuarenta de a caballo, y quinientos y cuarenta de a pie, y veinticinco mil tlaxcaltecas, huexotzincas, chololtecas, tepeacanenses, quauthquechololtecas, chalcas y de
ixtl_C1	1000	mil	words	other	tlaxcalan dia de los inocentes, y trajo consigo cuarenta de a caballo, y quinientos y cuarenta de a pie, y veinticinco mil tlaxcaltecas, huexotzincas, chololtecas, tepeacanenses, quauthquechololtecas, chalcas y de otras partes, que fueron lo
ixtl_C1	6000	y seis mil	words	other	era de mucha consideracion para lo que el pretendia, y asi salio con hasta quince de a caballo y doscientos espanoles, y seis mil aculhuas, tlaxcaltecas y otras naciones de amigos. llegados que fueron a izuipalapan^ que ya los mexicanos estabanjaperc
ixtl_C1	20000	veinte mil	words	person	con sus vasallos, y ayudo para acabar de hacer los bergantines que se trajeron parte de ellos de tlaxcalan, con hasta veinte mil hombres de guerra. de alli a cuatro dias, despues que vino el ejercito de los veinte mil hombres de los tlaxcaltecas, hu
ixtl_C1	20000	veinte mil	words	person	 ellos de tlaxcalan, con hasta veinte mil hombres de guerra. de alli a cuatro dias, despues que vino el ejercito de los veinte mil hombres de los tlaxcaltecas, huexotzincas y chololtecas, en compania de la madera que se trajo a texcuco para los berg
ixtl_C1	60000	sesenta mil	words	person	na vista a mexico, y ver si cuauktemoc y chhuanacocmun y los demas se querian dar de paz, y asi ixuuxuchitl tomo hasta sesenta mil hombres de sus vasallos, y cortes hasta trescientos espanoles y los veinte mil tlaxcaltecas, y fueron por xaltocan, lug
ixtl_C1	20000	veinte mil	words	person	r de paz, y asi ixuuxuchitl tomo hasta sesenta mil hombres de sus vasallos, y cortes hasta trescientos espanoles y los veinte mil tlaxcaltecas, y fueron por xaltocan, lugar sujeto a la ciudad de texcuco, que estaba rebelado y era de la parte de cohu
ixtl_C1	20000	veinte mil	words	person	 y con esto pasaron adelante hasta acultua^ en donde durmieron esa noche, y otro dia llegaron a texcuco, en donde los veinte mil hombres de llaxcalan y otras partes pidieron licencia a cortes y se volvieron a sus tierras, muy ricos de despojos, que
ixtl_C1	8000	ocho mil	words	person	 aviso luego a cortes de esto, y envio luego con gonzalo de sandoval trescientos espanoles y quince de a caballo, con ocho mil aculhuas sus vasallos, y por general de ellos a chichinchicuaizin^ gran capitan. llegados a chalco, que ya los de esta 
ixtl_C1	60000	sesenta mil	words	person	 mizquicj coyohuacan, oulhuacan, iztapajapan, meancaltunco y los demas que eran de la parte de mexico, juntaron mas de sesenta mil hombres de guerra y fueron otra vez sobre chaloo para ver si podian acabarle de destruir. los de esta provincia, como 
ixtl_C1	20000	veinte mil	words	person	y asi fue necesario ir personalmente cortes con trescientos companeros y treinta de a caballo, e jxuuxuchiu con mas de veinte mil hombres de sus vasallos y algunos tlaxcaltecas que alli se hallaron a mano, y fueron a dor1 hoy ayacapixtla. en kingsbor
ixtl_C1	50000	cincuenta mil	words	person	xtlilxochitl. 349 mir a tmmancdooj frontero en donde estaba el ejercito de los chalcas: otro dia llegaron otros casi cincuenta mil hombres que ixuilxuchiu habia enviado a llamar de las provincias mas cercanas styetas al reino de texcuco, y el dia si
ixtl_C1	15000	quince mil	words	person	se habian desdon fernando de alva ixtlilxochitl. 351 mandado en robar. cuauhtemoc^ sabiendo esto, envio luego mas de quince mil hombres de guerra, por agua y tierra. pelearon con ellos fuertemente, y los vencieron, y quemaron las casas y templos d
ixtl_C1	400000	cuatrocientos mil	words	person	 de profundidad, por las orillas estacado, y su albarrada por ambos lados. tardaron en hacerla cincuenta dias, mas de cuatrocientos mil hombres de los reinos de texcuco, que tenia puestos alli ixuuxuchul para solo este efecto, trabajando ocho o diez mil 
ixtl_C1	10000	diez mil	words	other	ntos mil hombres de los reinos de texcuco, que tenia puestos alli ixuuxuchul para solo este efecto, trabajando ocho o diez mil cada dia. asimismo hallo a muchos senores de diversas provincias sujetas a su senorio que venian a darle obediencia y h
ixtl_C1	200000	doscientos mil	words	person	ercito junto en texcuco, hizo alarde cortes con sus espanoles, y lo mismo hizo ijsuuxuchul, y eran en todo el ejercito doscientos mil hombres de guerra, y cincuenta mil labradores para aderezar puentes y otras cosas necesarias. cincuenta mil hombres de c
ixtl_C1	50000	y cincuenta mil	words	person	de cortes con sus espanoles, y lo mismo hizo ijsuuxuchul, y eran en todo el ejercito doscientos mil hombres de guerra, y cincuenta mil labradores para aderezar puentes y otras cosas necesarias. cincuenta mil hombres de choleo^ itzooan^ (havimahucuiy tq[>e
ixtl_C1	50000	cincuenta mil	words	person	l ejercito doscientos mil hombres de guerra, y cincuenta mil labradores para aderezar puentes y otras cosas necesarias. cincuenta mil hombres de choleo^ itzooan^ (havimahucuiy tq[>eycu¡ao y otras partes sigetas al reino de texcuco, que caen hacia la par
ixtl_C1	50000	cincuenta mil	words	person	n^ (havimahucuiy tq[>eycu¡ao y otras partes sigetas al reino de texcuco, que caen hacia la parte del mediodia, y otros cincuenta mil hombres de la ciudad y su provincia, sin ocho mil capitanes que eran vecinos y naturales de la ciudad de texcuco; otros
ixtl_C1	8000	ocho mil	words	person	reino de texcuco, que caen hacia la parte del mediodia, y otros cincuenta mil hombres de la ciudad y su provincia, sin ocho mil capitanes que eran vecinos y naturales de la ciudad de texcuco; otros cincuenta de las provincias de obwmba^ tolantzinoa
ixtl_C1	200000	doscientos mil	words	person	rovincias que caen hacia la parte del norte y son si:yetas al reino de texcuco, que como tengo declarado son por todos doscientos mil hombres de guerra. asimismo mando juntar jbiulxun ohiu todas las canoas ^ que acompanaron parte de ellas los bergantine
ixtl_C1	300000	trescientos mil	words	person	cieron alarde los tlaxcaltecas, huexotzincas y chololttcas, cada senor con sus vasallos, y hallaronse por todos mas de trescientos mil hombres de guerra. vista por cortes la multitud de gente que estaba de su parte, con acuerdo de idlilxuohiu y de todos 
ixtl_C1	50000	y cincuenta mil	words	other	n en este modo, que mando cortes a pedro de alvarado fuese a tlacopan con treinta de a caballo, ciento setenta peones y cincuenta mil de otumba, tolantzinco y otras partes, que mando joctulxuchul fuesen con ellos, y por generales su hermano quaumidaclzi
ixtl_C1	16000	diez y seis mil	words	other	laxcaltecas. 1 aqui faltan las siguientes palabras que hay en kingsborougli: que habia en todo texcuco, y hallaronse diez y seis mil. don fernando de alva ixtlilxochitl. 353 a cristobal de olid, que era el otro capitan, le dio treinta y tres espa
